#Data tag : 24v1 , Norm tag: onlineresult
+-------------+-------------------+------+------+---------------------+---------------------+
| run:fill    | time              | nls  | ncms | delivered(/ub)      | recorded(/ub)       |
+-------------+-------------------+------+------+---------------------+---------------------+
| 367095:8728 | 05/06/23 11:29:01 | 564  | 564  | 119867878.288893595 | 112984306.905101568 |
| 367100:8729 | 05/06/23 18:09:21 | 344  | 344  | 71059696.367641315  | 67183056.475445166  |
| 367102:8729 | 05/06/23 20:28:47 | 75   | 75   | 16854061.791384779  | 15601245.425749576  |
| 367103:8729 | 05/06/23 21:02:02 | 64   | 64   | 14452257.502370039  | 13233880.036241692  |
| 367104:8729 | 05/06/23 21:31:29 | 1082 | 1082 | 196195771.487601280 | 188073586.905044556 |
| 367111:8730 | 05/07/23 07:24:46 | 286  | 286  | 57080676.147045046  | 53197400.977607891  |
| 367112:8730 | 05/07/23 09:19:35 | 1438 | 1438 | 262087253.406995296 | 250379055.163644791 |
| 367127:8731 | 05/07/23 20:42:33 | 325  | 325  | 99444265.765859067  | 93510338.217045218  |
| 367128:8731 | 05/07/23 22:54:19 | 7    | 7    | 2489792.759540988   | 2221858.437419108   |
| 367129:8731 | 05/07/23 23:01:53 | 3    | 3    | 1047994.007974488   | 1002907.683200551   |
| 367130:8731 | 05/07/23 23:05:47 | 153  | 153  | 44333799.056396492  | 41939516.534314312  |
| 367131:8731 | 05/08/23 00:12:33 | 148  | 148  | 40382889.415721506  | 38888730.344802022  |
| 367133:8731 | 05/08/23 01:12:45 | 275  | 275  | 85455326.319338948  | 81998160.757621720  |
| 367228:8736 | 05/08/23 21:46:35 | 239  | 239  | 59474621.539261580  | 55916518.972509548  |
| 367229:8736 | 05/08/23 23:25:47 | 34   | 34   | 11987624.471871832  | 11214397.985774541  |
| 367230:8736 | 05/08/23 23:44:56 | 1    | 1    | 348481.190665195    | 312710.822967143    |
| 367231:8736 | 05/08/23 23:48:31 | 22   | 22   | 7761339.275680216   | 7114809.468901341   |
| 367232:8736 | 05/08/23 23:59:29 | 992  | 992  | 331286817.817401350 | 318274677.767410636 |
| 367234:8736 | 05/09/23 06:33:07 | 501  | 501  | 132763446.336629227 | 128105319.613612920 |
| 367260:8738 | 05/09/23 16:06:48 | 187  | 187  | 53542854.675151989  | 50856120.371917471  |
| 367262:8738 | 05/09/23 17:32:02 | 262  | 262  | 92439447.775412545  | 86144667.908454642  |
| 367263:8738 | 05/09/23 19:23:59 | 12   | 12   | 4170437.782626879   | 3517568.178097539   |
| 367264:8738 | 05/09/23 19:31:14 | 847  | 847  | 234675262.501030028 | 223722013.591966957 |
| 367267:8739 | 05/10/23 03:37:29 | 278  | 278  | 67535525.539870486  | 63116425.013958827  |
| 367269:8739 | 05/10/23 05:33:29 | 32   | 32   | 11205969.773279594  | 9763717.656654200   |
| 367270:8739 | 05/10/23 05:48:55 | 960  | 960  | 294686973.446445763 | 279698467.364295781 |
| 367271:8739 | 05/10/23 12:08:09 | 135  | 135  | 31018017.041845579  | 29763567.932134949  |
| 367312:8741 | 05/10/23 19:23:55 | 216  | 216  | 46124745.223137222  | 43226130.064052537  |
| 367314:8741 | 05/10/23 20:54:59 | 20   | 20   | 7061276.537970854   | 6463880.367215198   |
| 367315:8741 | 05/10/23 21:11:42 | 893  | 893  | 264454430.109946072 | 253101006.939506352 |
| 367334:8746 | 05/11/23 09:40:35 | 299  | 299  | 94308727.656375900  | 86701438.507265046  |
| 367336:8746 | 05/11/23 11:40:57 | 169  | 169  | 68206911.776174441  | 64917071.897103362  |
| 367337:8746 | 05/11/23 12:49:41 | 1040 | 1040 | 301439348.410086513 | 290167147.198111176 |
| 367355:8750 | 05/12/23 01:30:34 | 4    | 4    | 965461.056502656    | 829151.606052956    |
| 367406:8754 | 05/12/23 14:38:10 | 429  | 429  | 164916225.902847648 | 155045618.511681080 |
| 367413:8754 | 05/12/23 18:13:16 | 1293 | 1293 | 436929843.856444776 | 412685899.567413151 |
| 367415:8754 | 05/13/23 02:52:02 | 97   | 97   | 22918708.780748542  | 22184536.989490915  |
| 367416:8754 | 05/13/23 03:40:55 | 55   | 55   | 12448665.264934871  | 11884358.301143745  |
| 367475:8771 | 05/14/23 10:33:09 | 575  | 575  | 244758589.283127815 | 225577680.903878152 |
| 367477:8771 | 05/14/23 14:23:21 | 1289 | 1289 | 413669452.528376639 | 397696532.824311495 |
| 367515:8773 | 05/15/23 05:38:07 | 625  | 625  | 254735619.939615577 | 236275903.295445025 |
+-------------+-------------------+------+------+---------------------+---------------------+
#Summary: 
+-------+------+-------+-------+----------------------+----------------------+
| nfill | nrun | nls   | ncms  | totdelivered(/ub)    | totrecorded(/ub)     |
+-------+------+-------+-------+----------------------+----------------------+
| 13    | 41   | 16270 | 16270 | 4676586487.810224533 | 4434491383.484564781 |
+-------+------+-------+-------+----------------------+----------------------+
#Check JSON:
#(run,ls) in json but not in results: []
